Group	filter	actor	item	Distance	DistanceM	Space	SpaceM	HoldT	HoldTM	Subs	SubsM	Peak	PeakM	Gaze	Duration	DurationM
0	1	16	20	15.66	1.23193	0	-0.64929	0.57	-0.55214	13	-0.31349	2.96	-0.14966	0	9000.00	.61
0	1	16	21	7.28	-0.39414	0	-1.12238	0.5	-0.54382	11	-0.5205	3.18	0.90448	0	7490.00	-.34
0	1	16	22	5.43	-0.55284	0	-1.18798	2.33	0.79218	7	-1.31746	1.46	-1.0837	0	7808.00	-.11
0	0	16	23	2.81	-1.53639	0	-1.15036	1.4	0.08581	3	-1.81964	1.11	-1.21971	0	5979.00	-.77
0	1	16	24	2.95	-1.38859	0	-1.24216	1.53	0.65965	6	-1.02503	1.65	-0.68374	0	4341.00	-1.11
0	1	16	25	4.81	-0.65955	0	-1.08734	1.6	-0.04561	8	-0.8619	3.49	0.73292	0	5979.00	-.77
0	1	16	26	4.26	-0.85275	2	-0.1977	1.13	-0.3538	11	-0.03696	1.52	-0.73498	0	7639.00	-.13
0	1	16	27	3.9	-0.87091	0	-1.2018	1.33	-0.14433	8	-0.55439	1.84	-0.47764	0	6532.00	-.39
0	1	16	28	5.51	-0.59933	4	0.07025	0.5	-0.79799	10	0.10368	1.74	-0.92204	0	6936.00	.22
0	1	16	29	3.18	-1.58842	0	-1.22485	1.3	0.46639	4	-1.78689	2.04	-0.45132	0	3851.00	-1.46
0	1	16	30	4.67	-0.57665	0	-0.82041	0.9	-0.12408	7	-0.85077	4.42	1.62305	0	4808.00	-.79
0	1	16	31	6.96	-0.20069	0	-0.58225	0.97	-0.57682	13	-0.02042	2.7	-0.01923	0	8469.00	-.02
1	1	17	1	5.46	0.63532	0	-0.93077	0.47	-0.78256	13	2.21979	1.77	-0.51445	0	6368.00	.83
1	1	17	2	8.94	-0.16062	4	-0.6455	0.67	-0.14327	10	-0.60159	5.49	1.92981	0	6684.00	-.37
1	1	17	3	7.07	0.10545	0	-0.55522	0	-1.25643	10	-0.07347	5.28	3.34717	0	5895.00	-.18
1	1	17	4	4.85	-0.71466	0	-0.68143	1.03	0.18448	8	-0.84766	4.11	1.5755	0	6052.00	-.26
1	1	17	5	11.57	1.8355	2	1.6047	0.5	-0.81591	17	0.7356	4.57	2.15325	0	8631.00	.34
1	1	17	6	6.07	0.06426	0	-0.92962	1.17	-0.45302	15	0.94765	2.86	0.88598	0	7527.00	-.04
1	0	17	7	11.49	1.43232	4	3.5	0.83	-0.33683	12	0	4.85	1.69146	0	7316.00	-.13
1	1	17	8	11.44	1.66455	2	1.40698	0.3	-1.04071	14	0.65393	5.33	2.76326	0	7947.00	.42
1	1	17	9	8.34	0.47087	2	-0.47006	0.3	-1.24038	15	1.01721	4.97	2.52865	0	6868.00	.03
1	1	17	10	11.62	1.24914	2	0.89966	0.43	-1.29115	17	1.06082	3.44	0.66788	0	9605.00	.39
1	1	17	11	6.74	0.60549	0	-1.05915	0.47	-0.95798	11	0.30429	13.68	5.4819	0	6500.00	-.07
1	1	17	12	4.96	-0.18222	0	-0.68143	0.83	-0.84527	8	-0.93914	4.66	0.28172	0	6500.00	.00
1	0	17	13	10.61	1.09786	2	-0.10726	0	-1.49114	15	0.53021	5.56	3.32147	0	8158.00	-.21
1	0	17	14	5.28	-0.17211	0	-0.86692	0.37	-0.91962	9	-0.07281	4.3	0.25763	0	4973.00	-.81
1	0	17	15	11.98	2.67506	2	-0.24437	0	-1.5136	16	2.09424	4.54	2.45779	0	9237.00	.86
1	0	17	16	7.78	1.22775	5	0.33719	0.4	-0.96491	10	1.03467	4.78	2.40366	0	5500.00	.05
1	1	17	17	6.79	-0.14117	4	2.11086	0.73	-0.75769	8	-0.4525	6.56	0.5894	0	5658.00	-.20
1	1	17	18	7.27	1.12296	2	-0.68819	0	-1.39434	9	0.32969	4.17	2.37346	0	6342.00	.17
1	1	17	19	5.55	0.39637	0	-0.86646	0.2	-1.43245	11	0.83746	4.65	2.95765	0	5236.00	-.47
1	1	17	20	9.55	-0.16211	2	1.02032	0.57	-0.55214	13	-0.31349	5.39	1.89997	0	7026.00	-.41
1	1	17	21	8.31	-0.15284	2	0.75695	0.1	-1.03737	15	0.0347	4.12	2.39078	0	6763.00	-.52
1	1	17	22	7.26	0.14772	2	0.71279	0.4	-0.76973	14	0.27106	3.58	0.89422	0	7526.00	-.23
1	1	17	23	9.68	0.60584	2	0.86978	0.27	-1.08119	15	0.51295	3.36	0.82301	0	8026.00	-.04
1	1	17	24	11.81	2.40368	4	1.95196	0.6	-0.71416	14	0.99695	5.18	3.08784	0	8553.00	1.09
1	1	17	25	6.91	0.06196	0	-1.08734	0.93	-0.38772	10	-0.42178	4.06	1.22983	0	6605.00	-.51
1	1	17	26	9.45	1.30559	2	-0.1977	0.6	-0.79205	16	1.29352	6.28	2.775	0	7737.00	-.08
1	1	17	27	10.22	2.33919	4	1.83433	1.1	-0.433	11	0.39599	8.95	4.78676	0	7290.00	.02
1	1	17	28	11	2.50072	5	1.33476	0.13	-1.33909	14	1.5967	5.69	3.38166	0	6106.00	-.33
1	0	17	29	5.48	-0.17528	0	-1.22485	0.77	-0.42021	10	0.45711	3.7	1.69029	0	6290.00	.21
1	1	17	30	3.89	-0.90223	0	-0.82041	1.2	0.3545	7	-0.85077	2.01	-0.72048	0	5237.00	-.43
1	0	17	31	11.9	1.50411	2	1.3233	0.5	-1.06624	15	0.46972	4.12	1.5577	0	9658.00	.56
1	1	18	1	4.45	-0.13692	2	0.62773	0.47	-0.78256	7	-0.38605	2.23	0.02793	0	4526.00	-.52
1	1	18	2	10.07	0.00873	4	-0.6455	0.4	-0.65265	14	-0.04628	5.33	1.80698	0	6237.00	-.48
1	1	18	3	6.37	-0.16262	0	-0.55522	0.17	-0.98197	9	-0.40407	3.37	0.89257	0	5554.00	-.42
1	1	18	4	3.91	-1.13847	0	-0.68143	0.4	-1.00595	8	-0.84766	3.35	0.71881	0	4930.00	-1.07
1	1	18	5	6.65	-0.04743	0	-0.45849	0.27	-1.09451	11	-0.40749	3.56	1.06369	0	6649.00	-.43
1	1	18	6	4.65	-0.59804	4	1.85924	0.5	-1.2352	7	-1.05913	1.35	-1.22018	0	6421.00	-.60
1	1	18	7	4.09	-1.11247	0	-0.5	0.87	-0.29337	11	-0.22822	2.23	-0.54406	0	6255.00	-.70
1	1	18	8	4.95	-0.61475	0	-0.54115	0.87	-0.41628	9	-0.63956	3.06	0.37505	0	5026.00	-1.08
1	1	18	9	6.13	-0.33413	0	-2.16229	0.93	-0.14987	10	-0.4245	2.12	-0.51925	0	5212.00	-.97
1	1	18	10	5.37	-0.78954	0	-0.76125	0.63	-1.10923	11	-0.77228	1.66	-1.25189	0	6132.00	-1.00
1	1	18	11	5.21	-0.22645	0	-1.05915	0.8	-0.39261	6	-1.21716	1.02	-0.71288	0	5213.00	-.95
1	1	18	12	4.07	-0.20134	0	-0.68143	1.57	0.05212	7	-1.21855	2.51	-0.1736	0	5213.00	-.88
1	1	18	13	5.93	-1.19864	0	-2.03802	0.53	-0.81324	9	-1.06042	2.66	0.15612	0	6386.00	-1.18
1	1	18	14	3.91	-0.21192	0	-0.86692	0.43	-0.8238	9	-0.07281	2.72	-0.15234	0	4316.00	-1.33
1	1	18	15	3.47	-1.3145	2	-0.24437	0.87	-0.78333	4	-1.65975	1.23	-1.22859	0	4649.00	-1.41
1	1	18	16	7.29	0.91312	5	0.33719	0.3	-1.11315	10	1.03467	4.33	1.95297	0.22	5509.00	.06
1	1	18	17	3.81	-0.18572	0	-0.81187	0.53	-1.01542	8	-0.4525	1.61	-0.36179	0	5070.00	-.63
1	1	18	18	2.95	-0.93056	2	-0.68819	0.83	-0.51494	5	-0.98907	1.37	-1.29744	0	5018.00	-.73
1	1	18	19	5.46	0.33453	0	-0.86646	1.03	-0.11693	10	0.44592	2.3	-0.1767	0.06	5750.00	-.06
1	1	18	20	10.84	0.13187	0	-0.64929	0.53	-0.6133	15	0.12908	6.35	2.71107	0	6491.00	-.69
1	1	18	21	5.23	-0.87628	2	0.75695	0.73	-0.25592	10	-0.6593	1.79	-1.29477	0	6842.00	-.50
1	1	18	22	4.13	-1.05557	0	-1.18798	1.03	-0.25807	6	-1.5444	2.58	-0.03772	0	6281.00	-.76
1	1	18	23	7.67	-0.02034	0	-1.15036	0	-1.35577	11	-0.26458	1.52	-0.84934	0	6772.00	-.49
1	1	18	24	3.39	-1.19886	0	-1.24216	1.03	-0.07632	7	-0.77229	1.72	-0.61073	0.12	4316.00	-1.12
1	1	18	25	7.61	0.30423	0	-1.08734	0.47	-0.6272	12	0.01834	1.96	-0.60454	0	7605.00	-.08
1	1	18	26	3.57	-1.1401	2	-0.1977	1.37	-0.16206	7	-1.10134	1.68	-0.6141	0	5816.00	-1.02
1	1	18	27	3.41	-1.11594	0	-1.2018	1.13	-0.39176	7	-0.87118	1.69	-0.59411	0	5000.00	-1.21
1	1	18	28	5.06	-0.85212	4	0.07025	1.6	0.82532	6	-1.38934	1.61	-1.06965	0	4772.00	-1.21
1	1	18	29	4.83	-0.57147	2	0.29565	0.1	-1.52845	9	0.08311	2.19	-0.25713	0	4868.00	-.76
1	1	18	30	7.22	0.47564	2	0.82041	0.53	-0.709	10	0.32722	1.98	-0.74576	0	6026.00	.22
1	1	18	31	5.43	-0.72906	0	-0.58225	1.2	-0.33211	8	-1.24578	1.91	-0.88996	0	7211.00	-.63
0	1	19	1	3.58	-0.80056	0	-0.93077	0.33	-1.01395	7	-0.38605	1.34	-1.01747	0.52	4322.00	-.67
0	1	19	2	5.2	-0.71854	5	0.6455	0.77	0.04776	9	-0.74041	2.76	-0.14459	1	6260.00	-.47
0	1	19	3	4.16	-1.01322	0	-0.55522	0.3	-0.7624	6	-1.39588	2.61	-0.08804	0.32	4639.00	-1.06
0	1	19	4	4.84	-0.71515	0	-0.68143	0.7	-0.44206	7	-1.16226	2.78	0.07993	0.35	4745.00	-1.20
0	1	19	5	4.2	-0.98793	0	-0.45849	0.63	-0.65671	5	-1.55057	2.21	-0.39993	0.14	5276.00	-.96
0	1	19	6	5.27	-0.30709	0	-0.92962	0.77	-0.92233	8	-0.80829	2.23	0.01018	0.43	4937.00	-1.36
0	1	19	7	5.93	-0.47837	0	-0.5	0.2	-1.16261	8	-0.91287	2.83	-0.03227	0.43	6000.00	-.84
0	1	19	8	5.69	-0.35456	0	-0.54115	0.67	-0.63667	10	-0.38086	1.98	-0.7501	0.29	6234.00	-.46
0	1	19	9	9.45	0.87435	5	2.06828	0.67	-0.60903	8	-1.00119	2.67	0.06397	0.26	5519.00	-.78
0	1	19	10	6.01	-0.57955	0	-0.76125	0.27	-1.44276	11	-0.77228	2.29	-0.57084	0.33	5421.00	-1.28
0	1	19	11	4.89	-0.40042	2	0.63549	0.77	-0.44915	9	-0.30429	2.3	-0.08521	0.33	5511.00	-.75
0	1	19	12	4.16	-0.19952	0	-0.68143	1	-0.64132	9	-0.65973	2.32	-0.21566	0.33	5511.00	-.68
0	1	19	13	6.79	-0.77755	2	-0.10726	0.57	-0.77087	9	-1.06042	2.43	-0.0946	0.29	7108.00	-.78
0	1	19	14	4.84	-0.18484	0	-0.86692	0.27	-1.06335	8	-0.44724	2.19	-0.29174	0.34	5243.00	-.60
0	1	19	15	4.04	-1.04858	2	-0.24437	1.2	-0.50245	4	-1.65975	1.88	-0.50948	0.2	5000.00	-1.23
0	1	19	16	5.51	-0.21304	5	0.33719	1	-0.07549	4	-1.62591	4.79	2.41764	0.48	4328.00	-.88
0	1	19	17	2.94	-0.19872	0	-0.81187	2.17	1.0894	8	-0.4525	1.41	-0.39991	0.32	4532.00	-1.03
0	1	19	18	4.77	-0.06275	2	-0.68819	0.13	-1.25363	7	-0.32969	2.13	-0.29771	0.53	4926.00	-.79
0	1	19	19	3.97	-0.65201	0	-0.86646	0.6	-0.801	8	-0.33716	2.3	-0.17847	0.37	4638.00	-.95
0	1	19	20	11.09	0.18905	0	-0.64929	1.73	1.58846	12	-0.53478	3	-0.11185	0.18	7108.00	-.37
0	1	19	21	6.09	-0.67484	0	-1.12238	0	-1.16076	13	-0.2429	2.09	-0.8096	0.31	7000.00	-.46
0	1	19	22	5.87	-0.38439	2	0.71279	0.27	-0.87745	6	-1.5444	2.08	-0.49824	0.39	5532.00	-1.09
0	1	19	23	5.09	-0.82591	0	-1.15036	0.4	-0.94389	8	-0.84772	1.82	-0.5718	0.38	4505.00	-1.30
0	1	19	24	5.07	-0.47966	2	0.3549	0.5	-0.86136	6	-1.02503	1.78	-0.54736	0.42	4532.00	-1.01
0	1	19	25	4.32	-0.82892	0	-1.08734	2.57	0.45044	7	-1.08196	2.25	-0.34861	0.27	6896.00	-.38
0	1	19	26	6.46	0.06168	2	-0.1977	0	-1.28509	5	-1.63353	2.15	-0.26941	0.22	5541.00	-1.16
0	1	19	27	6.69	0.54891	0	-1.2018	0.2	-1.54644	7	-0.87118	1.77	-0.53434	0.13	5000.00	-1.21
0	1	19	28	5.73	-0.47525	4	0.07025	0.27	-1.14233	7	-1.01608	2.21	-0.41404	0.47	4936.00	-1.11
0	1	19	29	4.56	-0.73878	2	0.29565	0.83	-0.30938	7	-0.66489	2.14	-0.32614	0.48	4158.00	-1.25
0	1	19	30	3.23	-1.17216	2	0.82041	0.9	-0.12408	6	-1.24344	2.23	-0.50135	0.29	5050.00	-.59
0	1	19	31	7.36	-0.06174	0	-0.58225	0.17	-1.41583	9	-1.00071	2.63	-0.09282	0.29	8037.00	-.23
0	1	20	1	4.8	0.12968	2	0.62773	0.1	-1.41889	8	0.04826	2.41	0.2505	0.13	5135.00	-.07
0	1	20	2	6.03	-0.59544	5	0.6455	0.47	-0.52531	12	-0.32393	3.8	0.6485	0.11	5703.00	-.60
0	1	20	3	4.8	-0.76741	0	-0.55522	0.97	0.33545	10	-0.07347	3.25	0.7381	0	5979.00	-.12
0	1	20	4	6.29	-0.05821	0	-0.68143	0.37	-1.06861	11	0.09613	3.35	0.7244	0.13	5979.00	-.31
0	1	20	5	5.22	-0.59612	0	-0.45849	0.13	-1.25371	11	-0.40749	1.71	-0.94631	0.09	6511.00	-.48
0	1	20	6	6.78	0.39265	0	-0.92962	0.33	-1.43075	10	-0.30659	2.63	0.56402	0	5554.00	-1.05
0	1	20	7	5.97	-0.46439	0	-0.5	0.93	-0.20645	14	0.45644	2.83	-0.03243	0	7037.00	-.28
0	1	20	8	5.73	-0.34041	0	-0.54115	0.57	-0.74686	11	-0.12216	2.3	-0.41767	0	5567.00	-.80
0	0	20	9	5.07	-0.71974	2	-0.47006	1.23	0.36669	11	-0.13616	2.03	-0.61613	0	6432.00	-.23
0	1	20	10	5.3	-0.81029	0	-0.76125	0.87	-0.89699	12	-0.46676	1.9	-0.99018	0.09	6892.00	-.69
0	1	20	11	4.06	-0.84848	0	-1.05915	0.63	-0.6753	10	0	2.16	-0.15584	0.18	5514.00	-.74
0	1	20	12	4.51	-0.19186	0	-0.68143	1.17	-0.43737	10	-0.38031	1.71	-0.34448	0.18	5514.00	-.67
0	1	20	13	6.83	-0.75517	2	-0.10726	0.33	-1.06745	12	-0.26511	2.63	0.12386	0.06	6811.00	-.94
0	1	20	14	6.05	-0.1497	0	-0.86692	0.6	-0.58424	9	-0.07281	1.61	-0.44271	0.07	5830.00	-.14
0	1	20	15	4.81	-0.68477	2	-0.24437	0.3	-1.26081	11	0.53008	1.72	-0.68602	0	6054.00	-.71
0	1	20	16	4.54	-0.82691	5	0.33719	0.43	-0.9155	5	-1.18248	1.75	-0.63747	0.59	5000.00	-.35
0	1	20	17	4.31	-0.1783	0	-0.81187	1.23	-0.11336	8	-0.4525	2.28	-0.23251	0.17	5000.00	-.69
0	1	20	18	4.77	-0.0633	2	-0.68819	0.23	-1.1481	7	-0.32969	2.56	0.26786	0	4405.00	-1.14
0	1	20	19	4.31	-0.42511	0	-0.86646	1	-0.16956	6	-1.12024	3.38	1.26688	0	4703.00	-.89
0	1	20	20	7.17	-0.70556	0	-0.64929	0.83	-0.06286	13	-0.31349	3.18	0.03911	0	6838.00	-.51
0	1	20	21	7.07	-0.44463	0	-1.12238	0.1	-1.03737	11	-0.5205	2.39	-0.34102	0.2	6383.00	-.62
0	1	20	22	6.68	-0.07267	0	-1.18798	0.2	-0.93131	14	0.27106	2.71	0.08675	0.05	7511.00	-.24
0	1	20	23	5.76	-0.6172	2	0.86978	0.23	-1.11551	10	-0.45896	2.34	-0.10186	0.08	6814.00	-.47
0	1	20	24	4.87	-0.56411	0	-1.24216	0.63	-0.6651	7	-0.77229	1.91	-0.41066	0.16	5433.00	-.54
0	1	20	25	5.92	-0.27861	0	-1.08734	0	-0.86668	11	-0.20172	1.75	-0.78892	0	6054.00	-.74
0	1	20	26	6.94	0.2616	2	-0.1977	0.8	-0.62771	11	-0.03696	1.63	-0.65338	0	7000.00	-.44
0	1	20	27	5.16	-0.22948	0	-1.2018	0.5	-1.17529	11	0.39599	1.26	-0.91152	0	6729.00	-.29
0	1	20	28	5.4	-0.65851	4	0.07025	0.57	-0.69961	10	0.10368	2.32	-0.28757	0.15	5383.00	-.81
0	1	20	29	5.04	-0.44558	0	-1.22485	0.37	-1.08516	9	0.08311	1.9	-0.63288	0.03	5021.00	-.66
0	1	20	30	4.57	-0.6184	0	-0.82041	0	-1.5598	10	0.32722	1.53	-1.18271	0	4745.00	-.84
0	1	20	31	4.98	-0.88317	0	-0.58225	3.27	1.83533	8	-1.24578	1.56	-1.27976	0	9027.00	.25
1	1	21	1	6.34	1.30661	2	0.62773	0.73	-0.31977	11	1.35118	3.81	1.89306	0	5592.00	.27
1	1	21	2	12.54	0.37706	5	0.6455	0	-1.41674	17	0.37021	3.45	0.38318	0	9631.00	.31
1	1	21	3	10.31	1.35276	4	2.51983	0.33	-0.7075	14	1.24895	2.84	0.20976	0.07	7421.00	.88
1	1	21	4	5.93	-0.22369	2	0.85179	0.3	-1.19391	12	0.41072	2.89	0.20199	0	6657.00	.17
1	1	21	5	8.85	0.79467	2	1.6047	1.2	0.0199	16	0.54508	2.96	0.41391	0	9434.00	.65
1	1	21	6	6.81	0.40646	4	1.85924	1.5	-0.06192	11	-0.05574	3.01	1.09256	0	8297.00	.35
1	1	21	7	12.41	1.74707	2	1.5	0.2	-1.16261	16	0.91287	3.54	0.57397	0	8667.00	.59
1	1	21	8	6.37	-0.11618	0	-0.54115	1.43	0.20814	12	0.13654	2.43	-0.28113	0	7474.00	.18
1	1	21	9	6.2	-0.30897	2	-0.47006	0.47	-0.9534	10	-0.4245	2.1	-0.54628	0.1	7710.00	.53
1	1	21	10	9.7	0.62384	2	0.89966	0.97	-0.80602	16	0.7553	3.99	1.26451	0	9667.00	.41
1	1	21	11	5.38	-0.13417	2	0.63549	1.37	0.56851	10	0	1.66	-0.4004	0	6921.00	.22
1	1	21	12	9.01	-0.09422	2	0.85179	1.3	-0.2742	14	0.73734	4.33	0.21248	0	6921.00	.28
1	1	21	13	9.45	0.53177	2	-0.10726	0.8	-0.47429	17	1.06042	2.31	-0.22964	0	9482.00	.52
1	1	21	14	5.75	-0.15863	2	0.77566	1.3	0.42188	10	0.30163	2.39	-0.2385	0	7447.00	1.14
1	1	21	15	8.48	1.03618	4	1.51512	2.43	0.53678	11	0.53008	3.07	0.81824	0.11	10447.00	1.46
1	1	21	16	4.67	-0.74274	5	0.33719	0.77	-0.42138	8	0.14781	1.89	-0.50421	0	4983.00	-.36
1	1	21	17	4.37	-0.17737	2	0.6495	1	-0.41404	10	0.13987	2.2	-0.24744	0	6407.00	.35
1	1	21	18	6.07	0.55278	4	1.2938	0.77	-0.58529	10	0.65938	1.56	-1.05289	0.32	8037.00	1.32
1	1	21	19	6.98	1.33581	2	0.69317	1.23	0.19879	14	2.01208	3.91	1.96499	0	7234.00	1.12
1	1	21	20	12.39	0.4871	2	1.02032	0.37	-0.9191	20	1.23552	4.22	0.91429	0	10466.00	1.36
1	1	21	21	7.18	-0.4183	2	0.75695	0.53	-0.50269	13	-0.2429	1.8	-1.27976	0	8111.00	-.18
1	1	21	22	5.98	-0.34288	2	0.71279	0.47	-0.71588	13	0.04413	2.72	0.09762	0	7292.00	-.33
1	1	21	23	16.33	2.68199	2	0.86978	1.33	0.01716	28	3.03992	4.4	1.76363	0	17366.00	3.31
1	1	21	24	7.18	0.42292	2	0.3549	1.03	-0.07632	11	0.23871	3.16	0.92539	0	7948.00	.77
1	1	21	25	6.86	0.04573	2	0.69194	0.67	-0.52457	14	0.45846	3.4	0.65288	0	8260.00	.20
1	1	21	26	4.06	-0.93955	4	1.58158	2.07	0.41314	10	-0.30305	1.76	-0.56068	0	7500.00	-.20
1	1	21	27	4.4	-0.61725	2	0.31626	0.97	-0.59796	8	-0.55439	1.88	-0.44704	0.04	7684.00	.23
1	1	21	28	9.81	1.82553	5	1.33476	0.47	-0.84718	11	0.47694	2.77	0.19532	0	8074.00	.98
1	1	21	29	4.21	-0.95427	2	0.29565	1.1	0.13391	6	-1.03889	2.09	-0.38285	0	5631.00	-.24
1	1	21	30	7.49	0.58745	2	0.82041	1.03	0.08863	10	0.32722	2.89	0.13611	0	6296.00	.45
1	1	21	31	6.28	-0.436	0	-0.58225	1	-0.54186	9	-1.00071	2.92	0.22962	0	8053.00	-.22
0	1	22	1	3.24	-1.06196	2	0.62773	1.07	0.25871	4	-1.68897	1.12	-1.28015	0	4520.00	-.52
0	1	22	2	9.52	-0.07339	5	0.6455	1.13	0.74816	15	0.09255	2.14	-0.61048	0	9892.00	.37
0	1	22	3	6.4	-0.1505	0	-0.55522	0	-1.25643	9	-0.40407	1.65	-1.31637	0	6687.00	.37
0	1	22	4	5.45	-0.44002	0	-0.68143	2	2.00146	8	-0.84766	2.39	-0.36304	0	8710.00	1.65
0	1	22	5	8.62	0.70862	0	-0.45849	1.73	0.65671	16	0.54508	2.37	-0.2338	0	10784.00	1.17
0	1	22	6	6.39	0.21214	2	0.46481	2.83	1.50245	13	0.44595	1.53	-0.96762	0	10848.00	1.66
0	1	22	7	7.93	0.2097	0	-0.5	0.13	-1.24954	15	0.68465	1.49	-1.17871	0	9973.00	1.30
0	1	22	8	6.23	-0.16691	0	-0.54115	0.17	-1.18763	12	0.13654	1.94	-0.79243	0	8685.00	.80
0	1	22	9	7.16	0.0408	2	-0.47006	1.27	0.42409	14	0.72886	1.88	-0.77916	0	9289.00	1.48
0	1	22	10	8.33	0.17836	2	0.89966	3.07	1.10418	15	0.44979	2.06	-0.82365	0	13289.00	1.85
0	1	22	11	6.33	0.37989	2	0.63549	0.7	-0.56222	9	-0.30429	1.73	-0.36403	0	7021.00	.28
0	1	22	12	5.04	-0.18046	0	-0.68143	1.93	0.50082	10	-0.38031	1.58	-0.37235	0	7021.00	.35
0	1	22	13	10.24	0.91969	2	-0.10726	0.77	-0.51666	16	0.79532	3.08	0.61258	0	10783.00	1.23
0	1	22	14	5.54	-0.1647	2	0.77566	0.93	-0.10514	9	-0.07281	2.24	-0.27737	0	6883.00	.69
0	1	22	15	7.07	0.37605	2	-0.24437	0.4	-1.17655	15	1.78141	1.5	-0.93677	0	8104.00	.30
0	1	22	16	6.02	0.11195	5	0.33719	0.17	-1.3108	5	-1.18248	1.74	-0.6514	0.02	5500.00	.05
0	1	22	17	4.19	-0.18001	0	-0.81187	1.37	0.05847	7	-0.74869	1.86	-0.31264	0	6250.00	.24
0	1	22	18	3.99	-0.43761	2	-0.68819	0.6	-0.76117	6	-0.65938	2.19	-0.22211	0	5810.00	-.19
0	1	22	19	4.77	-0.1209	0	-0.86646	0.83	-0.43266	12	1.229	1.95	-0.64415	0	6869.00	.83
0	1	22	20	15.58	1.21459	2	1.02032	0.53	-0.6133	19	1.01423	2.61	-0.44535	0	11792.00	2.05
0	1	22	21	10.37	0.33346	0	-1.12238	1.07	0.15538	21	0.86749	1.78	-1.31083	0	11750.00	.73
0	1	22	22	6.21	-0.25577	2	0.71279	0.73	-0.50044	13	0.04413	2.34	-0.26207	0	8811.00	.32
0	1	22	23	6.16	-0.49004	2	0.86978	0.23	-1.11551	11	-0.26458	2.41	-0.03664	0	6217.00	-.69
0	1	22	24	4.91	-0.54753	2	0.3549	1.97	1.29749	10	-0.01404	1.76	-0.56552	0	7297.00	.43
0	1	22	25	6.38	-0.12098	2	0.69194	2.3	0.3136	11	-0.20172	1.54	-0.96744	0	10500.00	1.16
0	1	22	26	6.56	0.10405	2	-0.1977	1.57	0.00228	12	0.22914	1.12	-1.02662	0	9289.00	.68
0	0	22	27	5.91	0.15123	2	0.31626	1.77	0.39176	9	-0.2376	1.13	-1.00827	0	9500.00	1.20
0	1	22	28	6.31	-0.14421	4	0.07025	0.57	-0.69961	10	0.10368	1.45	-1.23567	0.07	6583.00	-.01
0	1	22	29	5.04	-0.44532	2	0.29565	0.83	-0.30938	6	-1.03889	1.14	-1.61588	0	6208.00	.16
0	1	22	30	5.69	-0.15617	0	-0.82041	0.87	-0.17725	8	-0.45811	2.2	-0.53315	0	6146.00	.32
0	1	22	31	8.25	0.244	0	-0.58225	2.17	0.68169	10	-0.75564	2.49	-0.25173	0	11027.00	1.22
0	1	23	1	3.7	-0.70583	2	0.62773	0.37	-0.9561	6	-0.82036	1.43	-0.91433	0.52	4595.00	-.46
0	1	23	2	8.59	-0.21222	5	0.6455	0.67	-0.14327	14	-0.04628	1.36	-1.20044	0.23	8855.00	.13
0	1	23	3	7.27	0.18303	0	-0.55522	0.83	0.11588	10	-0.07347	2.69	0.01883	0.14	5703.00	-.31
0	1	23	4	7.59	0.53117	2	0.85179	0.23	-1.31922	8	-0.84766	3.59	0.99389	0.75	6540.00	.09
0	1	23	5	7.76	0.3785	0	-0.45849	0.1	-1.29351	16	0.54508	1.76	-0.88635	0.21	8192.00	.17
0	1	23	6	4.45	-0.68856	2	0.46481	0.8	-0.88322	5	-1.56083	1.59	-0.88255	0	6324.00	-.65
0	1	23	7	6.26	-0.36574	0	-0.5	0.2	-1.16261	8	-0.91287	2.98	0.09789	0.14	6660.00	-.48
0	1	23	8	5.82	-0.31013	2	1.40698	0.37	-0.96725	9	-0.63956	2.1	-0.62735	0.18	6074.00	-.54
0	1	23	9	3.61	-1.25473	2	-0.47006	1.3	0.48149	6	-1.57787	2.14	-0.49839	0.26	5766.00	-.63
0	1	23	10	6.46	-0.43341	2	0.89966	1.3	-0.50282	15	0.44979	2.27	-0.59726	0.15	8243.00	-.16
0	1	23	11	5.96	0.18257	2	0.63549	0.6	-0.73183	12	0.60858	3.8	0.64934	0.52	6368.00	-.16
0	1	23	12	3.47	-0.21453	2	0.85179	1.07	-0.55974	8	-0.93914	2.17	-0.24652	0.52	6368.00	-.09
0	1	23	13	5.55	-1.38288	4	1.82349	1.03	-0.17771	5	-2.12085	1.06	-1.5907	0.29	8550.00	.01
0	1	23	14	4.1	-0.20631	2	0.77566	0.6	-0.58424	7	-0.82168	1.68	-0.42404	0.08	5313.00	-.54
0	1	23	15	4.03	-1.05041	2	-0.24437	0.83	-0.81141	7	-0.72125	1.52	-0.90737	0.18	6297.00	-.59
0	1	23	16	3.09	-1.74496	5	0.33719	1.2	0.22098	6	-0.73905	1.84	-0.5471	0.53	4450.00	-.78
0	1	23	17	3.69	-0.18753	2	0.6495	0.53	-1.01542	10	0.13987	1.02	-0.47472	0.15	6212.00	.21
0	1	23	18	4.07	-0.39697	4	1.2938	0.67	-0.69082	6	-0.65938	1.59	-1.01234	0.32	6425.00	.22
0	1	23	19	3.97	-0.6473	4	2.25279	1.57	0.725	6	-1.12024	3.58	1.52107	0.11	5068.00	-.60
0	1	23	20	11.27	0.22988	2	1.02032	0.77	-0.18518	13	-0.31349	3.16	0.02338	0.08	7730.00	-.05
0	0	23	21	8.78	-0.04257	2	0.75695	0.73	-0.25592	13	-0.2429	4.04	2.25755	0.16	7681.00	-.29
