ling,geo
0.313425,596.876
0.195303,552.846
0.224712,139.424
0.130371,181.261
0.248532,1011.44
0.255771,892.428
0.21286,457.897
0.146208,245.082
0.210681,715.462
0.185533,443.64
0.185885,744.236
0.163678,195.67
0.324915,1419.22
0.247349,1000.12
0.166232,275.837
0.220839,805.013
0.234289,320.222
0.254066,954.88
0.205548,693.121
0.248889,1150.11
0.165499,330.935
0.18729,576.743
0.216778,673.7
0.263486,1116.94
0.166849,392.17
0.237029,1052.63
0.317448,1296.38
0.198562,779.164
0.109401,168.387
0.216995,899.856
0.090506,56.5536
0.197909,563.288
0.223445,1044
0.224792,670.864
0.249916,940.922
0.277808,1110.77
0.208687,609.441
0.156148,151.689
0.108369,97.7719
0.253488,236.971
0.11461,228.959
0.191061,348.637
0.271262,1220.53
0.220516,448.986
0.252677,1033.53
0.157432,165.998
0.21886,471.424
0.205953,291.138
0.275678,637.163
0.143763,230.571
0.1081,201.319
0.254782,829.645
0.25935,640.189
0.164178,279.873
0.214337,743.323
0.246489,726.455
0.339192,1172.52
0.294294,1199.33
0.219001,366.348
0.233358,386.629
0.267005,819.83
0.267592,1092.9
0.249585,563.106
0.239139,847.632
0.236361,546.399
0.283714,1088.19
0.115476,142.147
0.222197,286.616
0.261242,1129.81
0.218607,486.303
